orgnr,navn,orgform,ansatte,naeringskode,adresse,postnr,poststed,telefon,hjemmeside,antallUnderenheter
"992366273","MICHAELS TATTOO REITER","ENK","","Andre personlige tjenester ikke nevnt annet sted","Langåsvegen 3","6450","HJELSET","","","1"
"932075377","MICHAL CHRISTINA BIETZ","ENK","","Annen utøvende kunstnerisk virksomhet og underholdningsvirksomhet ikke nevnt annet sted","Amtmann Leths gate 1","6413","MOLDE","","","0"
"993463086","MICO HOLDING AS","AS","","Utleie av egen eller leid fast eiendom","Straumsnesvegen 40","6475","MIDSUND","","","1"
"915423116","MIDSUND BRUK AS","AS","","Produksjon av metallkonstruksjoner og deler","Industrivegen 50","6475","MIDSUND","","","1"
"917440611","MIDSUND BRYGGE AS","AS","","Utleie av egen eller leid fast eiendom","Utsidevegen 37","6475","MIDSUND","","","1"
"992053666","MIDSUND EIENDOM AS","AS","","Oppføring av bygninger","Lyngjavegen 4","6475","MIDSUND","","www.midsundeiendom.no","1"
"957919766","MIDSUND ELEKTRO AS","AS","10","Elektrisk installasjonsarbeid","Stormyrvegen 2","6475","MIDSUND","","www.midsundelektro.no","1"
"984036906","MIDSUND FISKEBÅTREDERI AS","AS","5","Fiske og fangst i sjø","Sjøvikvegen 67","6475","MIDSUND","71 27 02 00","","1"
"924588233","MIDSUND GJESTESTOVE AS","AS","6","Drift av hoteller","Bukthaugvegen 4","6475","MIDSUND","","","1"
"924984511","MIDSUND INDUSTRISERVICE AS","AS","16","Produksjon av metallkonstruksjoner og deler","Sjøvikvegen 50","6475","MIDSUND","","","1"
"963354177","MIDSUND MØBELSENTER AS","AS","","Utleie av egen eller leid fast eiendom","","6475","MIDSUND","","","1"
"913024915","MIDSUND SERVICE AS","AS","","Rengjøring av bygninger","Sjøslettevegen 32","6475","MIDSUND","","","1"
"933737705","MIDSUND VAKTMESTERSERVICE KÜHNE","ENK","","Kombinerte tjenester tilknyttet eiendomsdrift","Utsidevegen 813","6475","MIDSUND","","","1"
"820025342","MIDSUNDINGEN AS","AS","","Utgivelse av aviser","Lyngjavegen 6","6475","MIDSUND","","","1"
"874370932","MIDT-NORSK MUSIKKPRODUKSJON Liv Karin Lange","ENK","","Produksjon og utgivelse av musikk- og lydopptak","Elvegata 13B","6413","MOLDE","","","1"
"925294756","MIDTBYGG AS","AS","","Utvikling og salg av byggeprosjekter","Fannestrandvegen 125","6419","MOLDE","","","0"
"830075402","MIDTHAUG AS","AS","","Uoppgitt","Skallvegen 1","6453","KLEIVE","","","1"
"914288606","MIDTHAUG EIENDOM AS","AS","","Produksjon av metallkonstruksjoner og deler","Skallvegen 1","6453","KLEIVE","71 20 15 00","www.midthaug.no","1"
"930075418","MIDTHAUG HOLDING AS","AS","","Produksjon av metallkonstruksjoner og deler","Skallvegen 1","6453","KLEIVE","","","0"
"997765419","MIDTHAUG ZINK AS","AS","7","Overflatebehandling av metaller","Baklivegen 13","6450","HJELSET","41 38 55 00","www.midthaugzink.no/","1"
"969124661","MIDTTØMME BJARNE","ENK","","Avvirkning","Parkvegen 58B","6412","MOLDE","22 75 19 10","","0"
"919712279","MIDØY KYSTFISKE AS","AS","","Fiske og fangst i sjø","c/o Silver Seafood AS Sjøvikvegen 55","6475","MIDSUND","","","2"
"990839158","MIDØY SAMDRIFT DA","DA","","Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon","Nesoddvegen 12","6475","MIDSUND","71 27 90 32","","1"
"851450912","MIFO AS","AS","81","Elektrisk installasjonsarbeid","Verftsgata 8","6416","MOLDE","71 25 95 60","","1"
"937181957","MIFO GRUPPEN AS","AS","","Kontortjenester","Verftsgata 8","6416","MOLDE","","","1"
"987206640","MIFO MIDSUND AS","AS","9","Elektrisk installasjonsarbeid","Utsidevegen 117","6475","MIDSUND","","","1"
"919573058","MIKAEL JØRGENSEN","ENK","","Annen undervisning ellers","Elvaskaret 7","6416","MOLDE","","","0"
"923828958","MIKALSEN ANITA JORDMOR ONLINE","ENK","","Andre helsetjenester ellers","Glomstuvegen 2C","6412","MOLDE","","","0"
"831514752","MIKAN MEDIA AS","AS","","Produksjon av film, video og fjernsynsprogrammer","c/o Accountor Nordvest AS Øvre veg 30","6415","MOLDE","","","1"
"927177307","MIKRI AS","AS","","Uoppgitt","Åsvegen 9","6450","HJELSET","","","0"
"993124877","MIL INNOVATION AS","AS","","Dataprogrammeringstjenester","c/o Asmund Olstad Britvegen 4","6410","MOLDE","","","1"
"995591367","MILANO RISTORANTE MOLDE AS","AS","16","Drift av restauranter","Hamnegata 47","6413","MOLDE","71 21 90 90","","1"
"986662359","MILLA'S HÅRHJØRNE AS","AS","5","Frisering og barbering","Eidsvågvegen 59","6460","EIDSVÅG I ROMSDAL","","","1"
"989167170","MIN BOUTIQUE HOLDING AS","AS","","Utleie av egen eller leid fast eiendom","Storgata 46","6413","MOLDE","71 20 66 30","","0"
"932938197","MINDINMOTION - ANE SERINE NESJE","ENK","","Undervisning innenfor idrett og rekreasjon","Fagerlivegen 47A","6414","MOLDE","","","1"
"935969336","MINDLINK AKADEMIA AS","AS","","Annen teknisk konsulentvirksomhet","Glomstuvegen 6","6412","MOLDE","","","1"
"984266154","MINDWARE John Erik Johnsen","ENK","","Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer","Trastalia 25","6412","MOLDE","","","0"
"924565772","MINLEDELSE AS","AS","","Dataprogrammeringstjenester","Eikremsvingen 9","6422","MOLDE","","","1"
"990693358","MINOR D AS","AS","","All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted","Nerlandsvegen 17","6416","MOLDE","","","1"
"927428040","MIRIAM HAGERUP ERTESVÅG","ENK","","Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet","2, etg Fagerlivegen 9","6413","MOLDE","","","0"
"918779531","MIRIAM VENÅS","ENK","","Skapende kunstnerisk virksomhet innenfor komposisjon av musikk","Furuhaugen 3","6457","BOLSØYA","","","1"
"932705656","MISS GANGSTADS RETRO","ENK","","Detaljhandel med brukte varer","Strandgata 23","6415","MOLDE","","","1"
"932372002","MIST MEDIA AS","AS","","Reklamebyråvirksomhet","Østre Plassveg 2A","6415","MOLDE","","","1"
"985271089","MISUND BYGGTJENESTER","ENK","","Byggeteknisk konsulentvirksomhet","Utsidevegen 494","6475","MIDSUND","71 27 95 70","","1"
"937076495","MISUND DATA AS","AS","","Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer","Utsidevegen 132","6475","MIDSUND","22147008","","1"
"925858129","MISUND GREEN CONSULTING","ENK","","Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer","Steinhoggarvegen 12","6457","BOLSØYA","","","1"
"923477020","MISUND KYSTFISKE AS","AS","","Fiske og fangst i sjø","c/o Jonas Kirkeland Buråsvegen 10","6475","MIDSUND","","","1"
"937305095","MITHRANDIR AS","AS","","Allmennlegetjenester","Storgata 12","6413","MOLDE","","","1"
"926302515","MITT YOGA AS","AS","","Undervisning innenfor idrett og rekreasjon","Bjørnebæråsen 23","6429","MOLDE","","","1"
"929049276","MITTE AS","AS","","Detaljhandel med kosmetikk og toalettartikler","Øvre Hammervoll 34","6460","EIDSVÅG I ROMSDAL","","","1"
"970386963","MITTET ARILD KONRAD","ENK","","Reparasjon og vedlikehold av motorvogner","Vistdalsvegen 1759","6364","VISTDAL","71 23 52 29","","1"
"925383686","MITTET ETTERSØK","ENK","","Jakt, fangst, viltstell og tilknyttede tjenester","Hallarvegen 7","6364","VISTDAL","","","1"
"970576436","MITTET HANS KRISTIAN","ENK","","Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon","Ljøstavegen 82","6460","EIDSVÅG I ROMSDAL","712 32863","","1"
"984578679","MITTET LANDBRUK OG KONSULENTTJENESTER","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Øvervegen 496","6460","EIDSVÅG I ROMSDAL","71 23 23 09","","1"
"986278281","MITTET SAMDRIFT DA","DA","","Melkeproduksjon på storfe og oppdrett av melkekyr","","6460","EIDSVÅG I ROMSDAL","71 23 33 09","","1"
"937088515","MIX KVILTORP AS","AS","9","Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","Fannestrandvegen 142","6419","MOLDE","","","1"
"933790924","MIZAR 24 AS","AS","","Dataprogrammeringstjenester","Birger Hatlebakks veg 26","6415","MOLDE","","","1"
"936217753","MJD FOTO - MARIE JOHNSEN DAHLEN","ENK","","Fotografvirksomhet","Tømmervegen 2","6414","MOLDE","","www.mjdfoto.no","1"
"829086832","MJELVE DESIGN","ENK","","Skapende kunstnerisk virksomhet innenfor visuell kunst","Amtmann Krohgs gate 2","6413","MOLDE","","","1"
"923118519","MJELVE EIENDOM AS","AS","","Kjøp og salg av egen fast eiendom","Fannefjordsvegen 1048","6450","HJELSET","","","1"
"927999692","MJELVE FOTO","ENK","","Fotografvirksomhet","Amtmann Krohgs gate 2","6413","MOLDE","","","0"
"912087271","MJK MEDIA - MAGNE J. KRUMSVIK","ENK","","Skapende kunstnerisk virksomhet innenfor litteratur","Stuttnesvegen 35","6475","MIDSUND","","","0"
"932975890","MJMEDIA RØD","ENK","","Reklamebyråvirksomhet","Britvegen 13","6411","MOLDE","","","1"
"825818162","MKS INVEST AS","AS","","Utleie av egen eller leid fast eiendom","Nøisomhedvegen 57","6419","MOLDE","","","1"
"921295499","MM DISTELER","ENK","","Skapende kunstnerisk virksomhet innenfor litteratur","Fjellskaret 24","6416","MOLDE","","","0"
"930176613","MM KYSTFISKE AS","AS","","Fiske og fangst i sjø","Einebæråsen 20","6429","MOLDE","","","1"
"923312447","MO&RO INVEST AS","AS","","Uoppgitt","c/o Ronny Hestholm Fannebakken 4","6423","MOLDE","","","0"
"998170834","MOBAPP AS","AS","","Dataprogrammeringstjenester","Tinthamran 7","6412","MOLDE","","www.mobapp.no","1"
"930474223","MOBARN BOLSØYA BARNEHAGE AS","AS","37","Førskoleundervisning og drift av barnehager","Hamnegata 8","6413","MOLDE","","","1"
"930473529","MOBARN CECILIENFRYD BARNEHAGE AS","AS","44","Førskoleundervisning og drift av barnehager","Hamnegata 8","6413","MOLDE","","","1"
"930474983","MOBARN HØGNAKKEN BARNEHAGE AS","AS","50","Førskoleundervisning og drift av barnehager","Hamnegata 8","6413","MOLDE","","","1"
"930474290","MOBARN NORDBYEN BARNEHAGE AS","AS","27","Førskoleundervisning og drift av barnehager","Hamnegata 8","6413","MOLDE","","","1"
"930473545","MOBARN VÅGSETRA BARNEHAGE AS","AS","27","Førskoleundervisning og drift av barnehager","Hamnegata 8","6413","MOLDE","","","1"
"930474258","MOBARN ØVERLAND BARNEHAGE AS","AS","43","Førskoleundervisning og drift av barnehager","Hamnegata 8","6413","MOLDE","","","1"
"999202322","MOBO EIENDOM AS","AS","","Utvikling og salg av byggeprosjekter","Strandgata 5","6415","MOLDE","71 25 93 00","www.mobo.no","1"
"919137584","MOBO EIENDOMSSERVICE AS","AS","10","Kombinerte tjenester tilknyttet eiendomsdrift","Strandgata 5","6415","MOLDE","","","1"
"931776371","MOBY EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","c/o Gøran Sletten Løvsangervegen 4","6425","MOLDE","","","0"
"937904533","MODELO INVEST AS","AS","","Kjøp og salg av egen fast eiendom","Røbekkhagen 26","6421","MOLDE","","","0"
"917295263","MODERNE HÅNDVERK AS","AS","","Snekkerarbeid","Fannebakken 23","6423","MOLDE","","","1"
"881920352","MODOLV BJARNE THORHUS","ENK","","Dyrking av ettårige vekster ellers","Torhusvegen 75","6470","ERESFJORD","","","1"
"970253742","MOE EINAR","ENK","","Veterinærtjenester","Rødstrupevegen 2","6425","MOLDE","","","1"
"935970733","MOE MILJØVERN","ENK","","Jakt, fangst, viltstell og tilknyttede tjenester","Fannefjordsvegen 765","6421","MOLDE","","","1"
"926172719","MOEN ETTERSØK","ENK","","Jakt, fangst, viltstell og tilknyttede tjenester","Brattåsen 5","6423","MOLDE","","","0"
"937360975","MOEN OES","ENK","","Avvirkning","Hansbakken 5","6411","MOLDE","","","1"
"991308342","MOG AUTOMASJON AS","AS","","Dataprogrammeringstjenester","c/o Frode Hammerø Gørvellalleen 1","6413","MOLDE","","www.mogautomasjon.no","1"
"979290756","MOG AUTOMASJON HOLDING AS","AS","","Utleie av egen eller leid fast eiendom","Gørvellalleen 1","6413","MOLDE","71 21 51 50","","1"
"833969242","MOHAMMED TAXI","ENK","","Passasjertransport på forespørsel utført av fører med kjøretøy","Sollivegen 101B","6414","MOLDE","","","1"
"957728219","MOLDE AUT TRAFIKKSKOLE AS","AS","","Undervisning ved godkjente trafikkskoler","Kviltorpvegen 29","6419","MOLDE","71254587","","1"
"819777292","MOLDE AUTO AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 71","6416","MOLDE","","","1"
"918165665","MOLDE AUTOSALG AS","AS","8","Detaljhandel med motorvogner","Kaptein Dreyers veg 1","6456","SKÅLA","","","1"
"918365311","MOLDE BARNEFESTIVAL AS","AS","","Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet","Øvre veg 13","6413","MOLDE","","","1"
"913654102","MOLDE BEDRIFTSRENHOLD AS","AS","11","Rengjøring av bygninger","Strandefaret 7","6421","MOLDE","","","1"
"919752211","MOLDE BETONG AS","AS","","Utleie av egen eller leid fast eiendom","c/o Barsten Regnskap AS Julsundvegen 14","6412","MOLDE","71 25 21 58","","1"
"920678874","MOLDE BILFORMIDLING PAVEL BEKER TAHA","ENK","","Detaljhandel med motorvogner","Frænavegen 31","6415","MOLDE","","","1"
"914888565","MOLDE BYGGSERVICE AS","AS","","Oppføring av bygninger","Bjønnan 37B","6410","MOLDE","","","1"
"953722208","MOLDE BYGGTJENESTER Magne Ivar Mordal","ENK","","Oppføring av bygninger","Bjørsetalleen 7","6410","MOLDE","","","0"
"989699601","MOLDE BYMUSEUM-OLA GJENDEMS SAMLINGER","ENK","","Drift av kulturhistoriske museer","Glomstuvegen 39","6412","MOLDE","71 25 59 48","","1"
"990998175","MOLDE BYUTVIKLING AS","AS","","Utleie av egen eller leid fast eiendom","Strandgata 10B","6415","MOLDE","","","1"
"913258185","MOLDE COACHINGSENTER AS","AS","","Annen undervisning ellers","Skakketeigen 4","6421","MOLDE","","moldecoachingsenter.no","1"
"989996630","MOLDE COLONIAL AS","AS","18","Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","Fjordgata 1-3","6413","MOLDE","71 25 16 69","","1"
"925585378","MOLDE DATA & INVEST AS","AS","","Detaljhandel med informasjons- og kommunikasjonsteknologiutstyr","Romsdalsgata 14","6415","MOLDE","","","1"
"913966953","MOLDE EIENDOM 1 AS","AS","","Utleie av egen eller leid fast eiendom","Gammelseterlia 17A","6422","MOLDE","","","1"
"989069519","MOLDE EIENDOM OG UTLEIE AS","AS","","Utleie av egen eller leid fast eiendom","Storgata 11","6413","MOLDE","71 25 49 89","","1"
"935768640","MOLDE EIENDOMSMEGLING AS","AS","6","Eiendomsmegling og andre formidlingstjenester for eiendom","Storgata 25","6413","MOLDE","","","1"
"919486813","MOLDE ELEKTRO AS","AS","","Elektrisk installasjonsarbeid","Fannestrandvegen 53","6415","MOLDE","","","0"
"990590834","MOLDE FANNESTRANDV. 84 A AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 84A","6416","MOLDE","","","1"
"984538359","MOLDE FJORDSTUER AS","AS","49","Drift av hoteller","Julsundvegen 6","6412","MOLDE","71 20 10 60","","1"
"982155266","MOLDE FJORDSTUER EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Nøisomhed","6405","MOLDE","71 20 22 00","","1"
"992293659","MOLDE FLYSERVICE AS","AS","","Engroshandel med drivstoff, brensel og beslektede produkter","Frydenberg 8","6450","HJELSET","","","1"
"965896422","MOLDE FOTBALL AS","AS","17","Aktiviteter i idrettslag og -klubber","Molde Stadion Julsundvegen 14","6412","MOLDE","71 20 25 00","","1"
"987826002","MOLDE FOTTERAPIKLINIKK Tove Merete Seth","ENK","","Ortopedi- og fotterapitjenester","Hamnegata 47","6413","MOLDE","","","1"
"922714150","MOLDE FRISØR AS","AS","","Frisering og barbering","Storgata 17A","6413","MOLDE","","","1"
"936463576","MOLDE FRUKTMARKED AS","AS","","Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","Gotfred Lies plass 1","6415","MOLDE","","","1"
"993245623","MOLDE GLASSERVICE AS","AS","","Byggeteknisk konsulentvirksomhet","Amtmann Leths gate 21","6413","MOLDE","","","1"
"915335012","MOLDE HAVNETERMINAL AS","AS","","Andre tjenester tilknyttet sjøtransport","Hamnegata 8","6413","MOLDE","71 19 16 20","","0"
"831312432","MOLDE HOLDING AS","AS","","Engroshandel med informasjons- og kommunikasjonsteknologiutstyr","c/o Ivar Asbjørn Thorvik Fabrikkvegen 13","6415","MOLDE","","","0"
"995776340","MOLDE HUD & KROPPSPLEIE AS","AS","","Aktiviteter i dagspa, badstue og dampbad","Storgata 12 -14","6413","MOLDE","","www.m-h-k.net","1"
"923834753","MOLDE IDRETTSKLINIKK DA","DA","","Fysioterapi- og ergoterapitjenester","Idrettsvegen 2","6413","MOLDE","71 25 15 52","www.moldeidrettsklinikk.no","1"
"932328445","MOLDE IDRETTSKLINIKK NORSK DIAGNOSTIKK AS","AS","","Fysioterapi- og ergoterapitjenester","Idrettsvegen 2","6413","MOLDE","","","1"
"976178394","MOLDE INDREMEDISINSKE KONTOR AS","AS","","Spesialiserte legetjenester, unntatt psykiatriske legetjenester","Strandgata 3","6415","MOLDE","","","1"
"958012292","MOLDE JARNVAREFORRETNING AS","AS","43","Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr","Årøsetervegen 17","6422","MOLDE","71 24 92 00","","1"
"984009437","MOLDE KEM RENSERI AS","AS","8","Vaskeri- og renserivirksomhet","Plutovegen 1","6419","MOLDE","71 21 90 50","","1"
"984168985","MOLDE KINO AS","AS","12","Filmfremvisning","Gotfred Lies plass 1","6415","MOLDE","71 27 40 00","www.moldekino.no","2"
"936655572","MOLDE KLOKKER OG SMYKKER AS","AS","7","Detaljhandel med ur, klokker og smykker","c/o Amfi Roseby Lingedalsvegen 6","6415","MOLDE","","","1"
"922124213","MOLDE KONFERANSESENTER AS","AS","","Utleie av egen eller leid fast eiendom","Kometvegen 7","6419","MOLDE","","","1"
"992895888","MOLDE KULTURBYGG AS","AS","","Drift av lokaler tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet","c/o Teatret Vårt Gørvellplassen 1","6413","MOLDE","71 24 02 80","","1"
"937292074","MOLDE LAGERSEKSJONER AS","AS","","Utleie av egen eller leid fast eiendom","Frænavegen 15","6415","MOLDE","","","1"
"932389622","MOLDE LIVE AS","AS","","Utleie og leasing av andre husholdningsvarer og varer til personlig bruk","Fabrikkvegen 13","6415","MOLDE","","www.molde.live","1"
"985615462","MOLDE LUFTHAVNUTVIKLING AS","AS","","Uoppgitt","Torget 4","6413","MOLDE","71 20 29 99","","1"
"957278949","MOLDE MARINA Torbjørn Størksen","ENK","","Utleie av egen eller leid fast eiendom","Bergsbakken 14","6423","MOLDE","71275180","","1"
"913710851","MOLDE MARINE OG MOTOR SERVICE AS","AS","5","Reparasjon og vedlikehold av sivile skip og båter","Fannestrandvegen 74","6416","MOLDE","","","1"
"988770124","MOLDE MASKINSAKKYNDIGE VIRKSOMHET Ivar Hegdal","ENK","","Teknisk prøving og analyse","Sollivegen 28A","6414","MOLDE","","www.moldems.com","1"
"921440197","MOLDE NAPRAPATKLINIKK SANNE BJØRSVIK","ENK","","Aktiviteter innenfor tradisjonell, komplementær og alternativ medisin","Moldegårdsvegen 5","6415","MOLDE","","","1"
"928148394","MOLDE NÆRING INVEST AS","AS","","Kjøp og salg av egen fast eiendom","Eikremsvingen 4","6422","MOLDE","","","0"
"992367067","MOLDE NÆRINGSEIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Grandfjæra 22C","6415","MOLDE","71 20 20 00","","1"
"948666731","Molde Næringspark ANS","ANS","","Utleie av egen eller leid fast eiendom","Nøisomhed","6405","MOLDE","71 20 22 00","","0"
"935731062","MOLDE NÆRRADIO AS","AS","","Radiokringkasting og distribuering av musikk og andre lydmedier","Kometvegen 7","6419","MOLDE","71 25 42 50","","1"
"935161614","MOLDE PADEL AS","AS","","Treningssentervirksomhet","Hendenvegen 2A","6423","MOLDE","","","1"
"932407515","MOLDE PADEL EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Hendenvegen 2A","6423","MOLDE","","","1"
"914253993","MOLDE PERFORMANCE CENTER AS","AS","","Treningssentervirksomhet","Plutovegen 1","6419","MOLDE","","","1"
"923037926","MOLDE POLE STUDIO AS","AS","","Undervisning innenfor idrett og rekreasjon","Gotfred Lies plass 1","6415","MOLDE","","","1"
"917850631","Molde Pukkverk AS","AS","","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin","Årødalen","6422","MOLDE","","","1"
"997228677","MOLDE REGNSKAPSBYRÅ AS","AS","","Bedriftsrådgivning og annen administrativ rådgivning","Mali Furunes veg 1","6414","MOLDE","","","1"
"997391470","MOLDE REVISJON AS","AS","","Revisjon","Roseby Vest","6415","MOLDE","","www.molderevisjon.no","1"
"926541633","MOLDE SALG OG UTLEIE AS","AS","","Uspesifisert engroshandel","Blokkebærvegen 18","6429","MOLDE","","","1"
"961893992","MOLDE SENTRUM AS","AS","","Aktiviteter i næringslivs- og arbeidsgiverorganisasjoner","Torget 4","6413","MOLDE","","www.moldesentrum.no","1"
"887247552","MOLDE SERVICE AS","AS","8","Kombinerte tjenester tilknyttet eiendomsdrift","Astrupvegen 13","6419","MOLDE","","","1"
"922628165","MOLDE SERVICEPARTNER LAINGEN","ENK","","Reparasjon og vedlikehold av motorvogner","c/o Lars Laingen Nygjerdesvingen 8","6421","MOLDE","","","0"
"995141388","MOLDE SHIPPING AS","AS","","Formidlingstjenester tilknyttet godstransport via skip","Lundsengvegen 5","6419","MOLDE","71 21 91 80","","1"
"891031912","MOLDE SJØTRANSPORT AS","AS","23","Innenriks sjøfart med gods","Parkvegen 68C","6412","MOLDE","71 24 23 33","","1"
"991955429","MOLDE SYNSKIRURGI AS","AS","","Spesialiserte legetjenester, unntatt psykiatriske legetjenester","Myrabakken 10-12","6413","MOLDE","71 20 68 80","","1"
"979688970","MOLDE TAKTEKKING AS","AS","","Takarbeid","Gammelseterlia 11","6422","MOLDE","","","1"
"926980491","MOLDE TANNBEHANDLING AS","AS","9","Tannlegetjenester","Fjordgata 2","6413","MOLDE","","","1"
"998485819","MOLDE TAXI AS","AS","35","Drift av gods- og transportsentraler","Storgata 56","6413","MOLDE","71 25 28 11","","1"
"927552558","MOLDE TAXI STORBIL AS","AS","11","Passasjertransport på forespørsel utført av fører med kjøretøy","Storgata 56","6413","MOLDE","+4771252811","www.moldetaxi.no","1"
"890561462","MOLDE UTVIKLING AS","AS","","Utleie av egen eller leid fast eiendom","Grandfjæra 28","6415","MOLDE","71 20 31 00","","1"
"932726521","MOLDE VAKTMESTERTEAM A BERGSBAKK","ENK","","Kombinerte tjenester tilknyttet eiendomsdrift","Løkenvegen 8","6423","MOLDE","93 86 70 73","","0"
"988394289","MOLDE VINDUSPUSS AS","AS","","Utvendig rengjøring av bygninger og industriell rengjøring","Birkelandvegen 87","6423","MOLDE","92246959","","1"
"990507139","MOLDE VVS AS","AS","11","Rørleggerarbeid","Moldegårdsvegen 5","6415","MOLDE","71 25 50 55","www.moldevvs.no","1"
"988325252","MOLDE VÅPENSERVICE Rune Østby","ENK","","Detaljhandel med sportsvarer","Torleifvegen 7E","6416","MOLDE","71 25 52 52","","1"
"922049041","MOLDE YOGA PILATES AS","AS","","Undervisning innenfor idrett og rekreasjon","Romsdalsgata 5","6413","MOLDE","","","1"
"895324582","MOLDE ZOO AS","AS","8","Detaljhandel med kjæledyr og varer til kjæledyr","c/o Molde storsenter Birger Hatlebakks veg 1-5","6415","MOLDE","71 25 71 10","www.buddy.no","1"
"930208736","MOLDEGÅRD FYSIOTERAPI AS","AS","","Fysioterapi- og ergoterapitjenester","Oscar Hanssens veg 11","6415","MOLDE","","","1"
"952662902","MOLDEGAARD MARITIME LOGISTICS AS","AS","17","Logistikktjenester","Birger Hatlebakks veg 22","6415","MOLDE","71 25 06 30","www.moldegaard.as","1"
"976144449","MOLDELIVEGEN 94 ANS","ANS","","Utleie av egen eller leid fast eiendom","Nerlandsvegen 23","6416","MOLDE","71 25 39 94","","0"
"927399407","MOLDENTAL AS","AS","","Tannlegetjenester","Hamnegata 35","6413","MOLDE","","","1"
"934403754","MOLDEPULS AS","AS","","Utgivelsesvirksomhet ellers, unntatt utgivelse av programvare","Dragetvegen 32","6457","BOLSØYA","","","1"
"927954494","MOLDVÆR BUTIKKEIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 125","6419","MOLDE","","","1"
"923666222","MOLLY MC PARTLAND (ENK)","ENK","","Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk","Vonheimvegen 4B","6415","MOLDE","","","1"
"835328872","MOMENTS CLIMBING HOLDING 2 AS","AS","","Treningssentervirksomhet","Grandfjæra 28","6415","MOLDE","","","1"
"921277318","MOMENTS CLIMBING INVEST AS","AS","","Uoppgitt","Grandfjæra 28","6415","MOLDE","","","0"
"923573704","MONA GUNDERSEN-RØVIK FAGBOK FORFATTER","ENK","","Skapende kunstnerisk virksomhet innenfor litteratur","Hauanvegen 19","6414","MOLDE","","","1"
"913899466","MONA HOEM AS","AS","","Skjønnhetspleie","Lingedalsvegen 7","6415","MOLDE","","","1"
"937122934","MONGSTAD KONSULENT TJENESTER- UNDERVISNING- VEILEDNING I SYKEPLEIE","ENK","","Annen undervisning ellers","Sagsletta 5","6411","MOLDE","","","1"
"984847661","MONICA SOLOMDAL","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Solemdalvegen 18","6456","SKÅLA","","","1"
"932698749","MONICA TANGEN","ENK","","Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk","Hamnavegen 8","6475","MIDSUND","","","1"
"916381530","MONICA UGELVIK-BOGNØ","ENK","","Andre personlige tjenester ikke nevnt annet sted","Brattåsen 15","6423","MOLDE","","","1"
"911654997","MONOLAKE HANS FREDRIK VESTNESHAGEN","ENK","","Dataprogrammeringstjenester","Synnøves veg 11","6429","MOLDE","","www.monolake.no","0"
"937697937","MONSEN ARMONTEK","ENK","","Undervisning innenfor idrett og rekreasjon","Solbakken 48","6429","MOLDE","","","1"
"954051536","MONSÅS JON ASLAKSEN","ENK","","Dyrking av ettårige vekster ellers","Kyrkjevegen 6","6456","SKÅLA","71240550","","0"
"935749662","MONTERINGS SERVICE AS","AS","","Snekkerarbeid","","6450","HJELSET","","","1"
"998195888","MORDAL EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Julsundvegen 905","6411","MOLDE","","","1"
"833817302","MORDAL ENTREPRENØR","ENK","","Reparasjon og vedlikehold av maskiner","Langmyrvegen 32","6415","MOLDE","","","1"
"930923567","MORDAL MASKIN","ENK","","Grunnarbeid","Mordalslia 2","6411","MOLDE","","","0"
"925373826","MORDAL MONTERING","ENK","","Snekkerarbeid","Røvikhagen 84","6456","SKÅLA","","","1"
"888441972","MORDAL UTLEIE AS","AS","","Utleie av egen eller leid fast eiendom","Julsundvegen 905","6411","MOLDE","","","1"
"928183068","MORE INVEST AS","AS","","Uoppgitt","Grandfjæra 22B","6415","MOLDE","","","0"
"914909872","MOREWATER AS","AS","","Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted","Flovikhaugvegen 5","6456","SKÅLA","","","1"
